date,time,value
2021-02-26,13:17:46,210
2021-02-26,13:19:01,208
2021-02-26,13:20:16,206
2021-02-26,13:22:42,204
2021-02-26,13:25:08,201
2021-02-26,13:26:19,200
2021-02-26,13:27:32,197
2021-02-26,13:29:59,196
2021-02-26,13:32:24,192
2021-02-26,13:33:37,191
2021-02-26,13:34:51,189
2021-02-26,13:36:07,188
2021-02-26,13:37:20,185
2021-02-26,13:39:47,182
2021-02-26,13:41:00,181
2021-02-26,13:42:12,179
2021-02-26,13:43:21,178
2021-02-26,13:45:46,176
2021-02-26,13:47:02,175
2021-02-26,13:48:12,173
2021-02-26,13:49:27,171
2021-02-26,13:50:41,170
2021-02-26,13:51:54,168
2021-02-26,13:53:06,165
2021-02-26,13:54:21,166
2021-02-26,13:55:31,164
2021-02-26,13:56:42,161
2021-02-26,13:57:55,160
2021-02-26,13:59:11,159
2021-02-26,14:00:22,157
2021-02-26,14:01:36,156
2021-02-26,14:02:47,154
2021-02-26,14:04:01,153
2021-02-26,14:05:14,152
2021-02-26,14:06:24,149
2021-02-26,14:08:49,147
2021-02-26,14:09:59,146
2021-02-26,14:12:20,142
2021-02-26,14:13:32,143
2021-02-26,14:14:47,140
2021-02-26,14:15:56,139
2021-02-26,14:17:07,138
2021-02-26,14:18:17,136
2021-02-26,14:19:29,135
2021-02-26,14:20:42,134
2021-02-26,14:21:57,131
2021-02-26,14:24:18,129
2021-02-26,14:26:44,125
2021-02-26,14:27:57,124
2021-02-26,14:29:14,122
2021-02-26,14:30:29,121
2021-02-26,14:31:39,119
2021-02-26,14:33:58,118
2021-02-26,14:35:09,116
2021-02-26,14:36:22,113
2021-02-26,14:37:35,111
2021-02-26,14:38:46,112
2021-02-26,14:39:56,110
2021-02-26,14:42:22,108
2021-02-26,14:43:36,107
2021-02-26,14:44:50,106
2021-02-26,14:46:01,104
2021-02-26,14:48:28,102
2021-02-26,14:50:56,99
2021-02-26,14:53:28,97
2021-02-26,14:54:43,99
2021-02-26,14:55:58,96
2021-02-26,14:57:09,95
2021-02-26,14:58:23,94
2021-02-26,14:59:37,93
2021-02-26,15:00:47,91
2021-02-26,15:01:58,92
2021-02-26,15:04:27,91
2021-02-26,15:05:41,89
2021-02-26,15:08:09,88
2021-02-26,15:09:20,87
2021-02-26,15:11:48,89
2021-02-26,15:13:02,92
2021-02-26,15:14:16,87
2021-02-26,15:15:30,85
2021-02-26,15:16:42,81
2021-02-26,15:17:59,79
2021-02-26,15:19:12,76
2021-02-26,15:20:26,74
2021-02-26,15:21:37,71
2021-02-26,15:22:48,66
2021-02-26,15:24:02,61
2021-02-26,15:25:16,55
2021-02-26,15:26:31,43
2021-02-26,15:27:46,30
2021-02-26,15:29:02,26
2021-02-26,15:30:16,24
2021-02-26,15:31:29,26
2021-02-26,15:32:43,25
2021-02-26,15:35:09,24
2021-02-26,15:37:37,23
2021-02-26,15:40:01,24
2021-02-26,15:41:16,23
2021-02-26,15:43:44,22
2021-02-26,15:44:54,23
2021-02-26,15:46:06,22
2021-02-26,15:47:17,21
2021-02-26,15:48:31,22
2021-02-26,15:49:41,21
2021-02-26,15:50:51,20
2021-02-26,15:55:38,19
2021-02-26,15:57:58,18
2021-02-26,16:00:18,17
2021-02-26,16:04:58,16
2021-02-26,16:06:08,15
2021-02-26,16:08:29,14
2021-02-26,16:10:52,13
2021-02-26,16:13:23,12
2021-02-26,16:18:20,11
2021-02-26,16:19:34,10
2021-02-26,16:23:16,9
2021-02-26,16:25:42,8
2021-02-26,16:28:03,7
2021-02-26,16:30:24,6
2021-02-26,16:35:19,5
2021-02-26,16:41:20,0
2021-02-27,06:13:57,5
2021-02-27,06:17:37,6
2021-02-27,06:21:14,7
2021-02-27,06:27:23,8
2021-02-27,06:29:52,10
2021-02-27,06:31:07,13
2021-02-27,06:32:21,15
2021-02-27,06:33:35,17
2021-02-27,06:34:49,19
2021-02-27,06:36:03,20
2021-02-27,06:37:15,30
2021-02-27,06:38:27,27
2021-02-27,06:39:42,23
2021-02-27,06:40:56,24
2021-02-27,06:43:23,36
2021-02-27,06:44:40,57
2021-02-27,06:45:50,77
2021-02-27,06:47:00,84
2021-02-27,06:48:14,87
2021-02-27,06:49:27,89
2021-02-27,06:50:40,91
2021-02-27,06:51:53,94
2021-02-27,06:53:07,96
2021-02-27,06:54:19,63
2021-02-27,06:55:34,46
2021-02-27,06:56:49,70
2021-02-27,06:58:05,85
2021-02-27,06:59:19,106
2021-02-27,07:00:33,116
2021-02-27,07:01:49,114
2021-02-27,07:03:02,108
2021-02-27,07:04:15,111
2021-02-27,07:05:25,98
2021-02-27,07:06:37,82
2021-02-27,07:07:51,54
2021-02-27,07:09:05,50
2021-02-27,07:11:33,52
2021-02-27,07:14:02,61
2021-02-27,07:15:18,110
2021-02-27,07:16:27,113
2021-02-27,07:17:37,85
2021-02-27,07:18:47,64
2021-02-27,07:19:56,63
2021-02-27,07:21:07,62
2021-02-27,07:22:18,65
2021-02-27,07:23:27,64
2021-02-27,07:24:37,65
2021-02-27,07:25:47,64
2021-02-27,07:26:56,62
2021-02-27,07:28:08,67
2021-02-27,07:29:22,71
2021-02-27,07:31:42,65
2021-02-27,07:32:57,63
2021-02-27,07:34:08,58
2021-02-27,07:35:25,61
2021-02-27,07:36:37,67
2021-02-27,07:37:52,78
2021-02-27,07:39:03,124
2021-02-27,07:40:15,142
2021-02-27,07:41:28,135
2021-02-27,07:42:41,61
2021-02-27,07:43:55,66
2021-02-27,07:45:07,141
2021-02-27,07:46:21,89
2021-02-27,07:47:36,53
2021-02-27,07:48:47,52
2021-02-27,07:50:02,54
2021-02-27,07:51:12,68
2021-02-27,07:52:29,67
2021-02-27,07:53:41,63
2021-02-27,07:54:55,65
2021-02-27,07:56:09,78
2021-02-27,07:57:23,72
2021-02-27,07:58:32,71
2021-02-27,07:59:42,74
2021-02-27,08:00:53,75
2021-02-27,08:02:03,78
2021-02-27,08:03:14,80
2021-02-27,08:04:29,82
2021-02-27,08:05:39,85
2021-02-27,08:06:49,91
2021-02-27,08:08:01,122
2021-02-27,08:09:12,174
2021-02-27,08:10:26,189
2021-02-27,08:11:40,175
2021-02-27,08:12:58,179
2021-02-27,08:14:11,195
2021-02-27,08:15:28,194
2021-02-27,08:16:43,231
2021-02-27,08:17:57,190
2021-02-27,08:19:09,153
2021-02-27,08:20:20,134
2021-02-27,08:21:32,123
2021-02-27,08:22:44,120
2021-02-27,08:23:57,111
2021-02-27,08:25:09,108
2021-02-27,08:26:23,106
2021-02-27,08:27:33,109
2021-02-27,08:28:43,111
2021-02-27,08:29:54,114
2021-02-27,08:31:05,120
2021-02-27,08:32:16,125
2021-02-27,08:36:59,132
2021-02-27,08:38:11,139
2021-02-27,08:40:39,141
2021-02-27,08:41:53,142
2021-02-27,08:43:05,144
2021-02-27,08:44:20,148
2021-02-27,08:45:32,150
2021-02-27,08:46:45,149
2021-02-27,08:47:57,147
2021-02-27,08:49:11,146
2021-02-27,08:50:24,150
2021-02-27,08:51:38,152
2021-02-27,08:52:48,155
2021-02-27,08:53:58,156
2021-02-27,08:55:09,160
2021-02-27,08:57:33,159
2021-02-27,08:58:46,157
2021-02-27,09:00:02,154
2021-02-27,09:01:12,155
2021-02-27,09:02:22,158
2021-02-27,09:03:34,159
2021-02-27,09:05:59,157
2021-02-27,09:07:14,155
2021-02-27,09:09:40,156
2021-02-27,09:13:21,160
2021-02-27,09:14:33,165
2021-02-27,09:15:48,169
2021-02-27,09:17:03,160
2021-02-27,09:18:18,158
2021-02-27,09:19:32,157
2021-02-27,09:20:47,156
2021-02-27,09:22:02,155
2021-02-27,09:23:15,149
2021-02-27,09:24:33,147
2021-02-27,09:25:48,150
2021-02-27,09:27:03,151
2021-02-27,09:28:18,142
2021-02-27,09:31:59,131
2021-02-27,09:33:12,127
2021-02-27,09:34:21,121
2021-02-27,09:35:33,118
2021-02-27,09:36:46,111
2021-02-27,09:37:58,105
2021-02-27,09:39:09,102
2021-02-27,09:40:22,99
2021-02-27,09:41:35,97
2021-02-27,09:44:00,96
2021-02-27,09:45:13,97
2021-02-27,09:46:26,100
2021-02-27,09:47:40,102
2021-02-27,09:48:54,104
2021-02-27,09:50:08,108
2021-02-27,09:52:32,109
2021-02-27,09:53:43,112
2021-02-27,09:54:56,115
2021-02-27,09:56:10,118
2021-02-27,09:57:23,121
2021-02-27,09:58:33,123
2021-02-27,09:59:44,125
2021-02-27,10:00:53,127
2021-02-27,10:02:04,128
2021-02-27,10:03:18,129
2021-02-27,10:04:29,128
2021-02-27,10:05:41,129
2021-02-27,10:10:28,130
2021-02-27,10:11:43,133
2021-02-27,10:12:55,136
2021-02-27,10:14:10,138
2021-02-27,10:15:23,140
2021-02-27,10:16:37,142
2021-02-27,10:17:48,143
2021-02-27,10:18:59,146
2021-02-27,10:20:14,151
2021-02-27,10:21:25,152
2021-02-27,10:22:39,155
2021-02-27,10:23:49,157
2021-02-27,10:26:15,156
2021-02-27,10:27:28,155
2021-02-27,10:28:42,150
2021-02-27,10:29:56,147
2021-02-27,10:31:11,145
2021-02-27,10:32:25,143
2021-02-27,10:33:40,142
2021-02-27,10:37:17,144
2021-02-27,10:38:28,149
2021-02-27,10:39:41,154
2021-02-27,10:40:54,160
2021-02-27,10:42:08,166
2021-02-27,10:43:23,172
2021-02-27,10:44:38,173
2021-02-27,10:45:53,176
2021-02-27,10:47:04,178
2021-02-27,10:48:15,179
2021-02-27,10:50:38,180
2021-02-27,10:51:49,181
2021-02-27,10:53:00,182
2021-02-27,10:54:10,181
2021-02-27,10:55:22,180
2021-02-27,10:56:36,178
2021-02-27,10:59:01,177
2021-02-27,11:00:12,174
2021-02-27,11:01:24,176
2021-02-27,11:02:37,175
2021-02-27,11:03:50,172
2021-02-27,11:04:59,169
2021-02-27,11:06:13,166
2021-02-27,11:07:25,164
2021-02-27,11:08:36,160
2021-02-27,11:09:50,159
2021-02-27,11:11:01,156
2021-02-27,11:12:14,155
2021-02-27,11:13:28,156
2021-02-27,11:15:55,154
2021-02-27,11:17:05,156
2021-02-27,11:18:21,159
2021-02-27,11:19:34,161
2021-02-27,11:20:44,163
2021-02-27,11:21:55,166
2021-02-27,11:23:11,168
2021-02-27,11:25:37,167
2021-02-27,11:26:52,166
2021-02-27,11:28:06,164
2021-02-27,11:29:22,161
2021-02-27,11:30:33,160
2021-02-27,11:33:02,159
2021-02-27,11:34:16,161
2021-02-27,11:35:30,162
2021-02-27,11:36:40,163
2021-02-27,11:39:06,160
2021-02-27,11:40:16,158
2021-02-27,11:41:30,155
2021-02-27,11:42:42,153
2021-02-27,11:43:58,152
2021-02-27,11:45:11,149
2021-02-27,11:47:38,148
2021-02-27,11:48:48,149
2021-02-27,11:49:58,152
2021-02-27,11:51:11,156
2021-02-27,11:52:26,153
2021-02-27,11:53:37,147
2021-02-27,11:54:47,140
2021-02-27,11:56:00,142
2021-02-27,11:58:26,138
2021-02-27,11:59:37,139
2021-02-27,12:02:02,142
2021-02-27,12:03:13,140
2021-02-27,12:04:25,141
2021-02-27,12:05:37,145
2021-02-27,12:06:53,146
2021-02-27,12:08:07,152
2021-02-27,12:09:22,159
2021-02-27,12:10:36,172
2021-02-27,12:11:50,175
2021-02-27,12:13:05,178
2021-02-27,12:14:19,189
2021-02-27,12:16:46,186
2021-02-27,12:18:01,181
2021-02-27,12:19:15,173
2021-02-27,12:20:28,199
2021-02-27,12:21:40,200
2021-02-27,12:22:52,184
2021-02-27,12:24:06,166
2021-02-27,12:25:17,159
2021-02-27,12:26:32,157
2021-02-27,12:27:45,166
2021-02-27,12:28:57,170
2021-02-27,12:30:13,209
2021-02-27,12:31:26,198
2021-02-27,12:32:37,202
2021-02-27,12:33:46,234
2021-02-27,12:35:00,260
2021-02-27,12:36:13,214
2021-02-27,12:37:25,220
2021-02-27,12:38:38,221
2021-02-27,12:39:50,217
2021-02-27,12:41:03,234
2021-02-27,12:42:15,216
2021-02-27,12:43:29,221
2021-02-27,12:44:43,222
2021-02-27,12:45:58,227
2021-02-27,12:47:12,234
2021-02-27,12:48:27,193
2021-02-27,12:49:38,204
2021-02-27,12:50:48,181
2021-02-27,12:51:59,160
2021-02-27,12:53:10,162
2021-02-27,12:54:21,167
2021-02-27,12:55:33,187
2021-02-27,12:56:43,208
2021-02-27,12:57:54,204
2021-02-27,12:59:08,211
2021-02-27,13:00:20,206
2021-02-27,13:01:34,193
2021-02-27,13:02:46,244
2021-02-27,13:05:08,258
2021-02-27,13:06:22,243
2021-02-27,13:07:34,214
2021-02-27,13:08:48,209
2021-02-27,13:10:00,197
2021-02-27,13:11:13,204
2021-02-27,13:12:26,218
2021-02-27,13:13:38,184
2021-02-27,13:14:52,221
2021-02-27,13:16:04,227
2021-02-27,13:17:17,229
2021-02-27,13:18:32,222
2021-02-27,13:19:44,171
2021-02-27,13:22:16,219
2021-02-27,13:23:31,217
2021-02-27,13:24:45,215
2021-02-27,13:26:00,212
2021-02-27,13:27:16,209
2021-02-27,13:28:30,207
2021-02-27,13:29:41,201
2021-02-27,13:30:50,164
2021-02-27,13:32:00,183
2021-02-27,13:33:11,191
2021-02-27,13:34:24,193
2021-02-27,13:35:38,192
2021-02-27,13:36:50,189
2021-02-27,13:38:03,188
2021-02-27,13:39:16,186
2021-02-27,13:41:42,183
2021-02-27,13:42:54,181
2021-02-27,13:45:24,179
2021-02-27,13:47:51,176
2021-02-27,13:50:18,174
2021-02-27,13:52:45,175
2021-02-27,13:53:56,176
2021-02-27,13:56:26,178
2021-02-27,13:57:40,176
2021-02-27,14:00:08,116
2021-02-27,14:01:24,118
2021-02-27,14:02:36,170
2021-02-27,14:03:47,169
2021-02-27,14:06:12,170
2021-02-27,14:07:24,171
2021-02-27,14:08:39,175
2021-02-27,14:09:53,176
2021-02-27,14:11:07,178
2021-02-27,14:13:35,169
2021-02-27,14:14:48,128
2021-02-27,14:16:02,95
2021-02-27,14:17:18,124
2021-02-27,14:18:32,144
2021-02-27,14:20:58,139
2021-02-27,14:22:08,135
2021-02-27,14:23:21,132
2021-02-27,14:24:34,129
2021-02-27,14:25:47,127
2021-02-27,14:27:04,124
2021-02-27,14:28:18,123
2021-02-27,14:29:33,121
2021-02-27,14:30:47,119
2021-02-27,14:31:59,117
2021-02-27,14:33:11,115
2021-02-27,14:35:43,112
2021-02-27,14:38:12,110
2021-02-27,14:39:28,108
2021-02-27,14:40:42,107
2021-02-27,14:41:57,106
2021-02-27,14:43:12,105
2021-02-27,14:44:25,104
2021-02-27,14:45:39,102
2021-02-27,14:48:10,100
2021-02-27,14:50:40,99
2021-02-27,14:51:53,98
2021-02-27,14:53:06,96
2021-02-27,14:54:17,95
